 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"315040 PIEDADE DOS GERAIS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315050 PIMENTA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"315053 PINGO-D'AGUA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"315057 PINTOPOLIS";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315060 PIRACEMA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315070 PIRAJUBA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315080 PIRANGA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;9
"315090 PIRANGUCU";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315100 PIRANGUINHO";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;12
"315110 PIRAPETINGA";-;-;-;-;10;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"315120 PIRAPORA";-;-;-;-;39;5;1;-;-;-;-;-;-;-;1;2;1;-;-;-;1;-;-;4;-;-;-;54
"315130 PIRAUBA";-;-;-;1;11;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;14
"315140 PITANGUI";-;-;-;-;22;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;26
"315150 PIUMHI";-;-;-;1;27;3;1;-;-;-;-;-;2;-;1;1;-;-;-;-;2;-;-;5;-;-;-;43
"315160 PLANURA";-;-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315170 POCO FUNDO";-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315180 POCOS DE CALDAS";-;-;-;1;107;7;3;-;-;-;-;1;-;-;-;-;1;1;-;-;4;-;-;9;1;-;-;135
"315190 POCRANE";-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315200 POMPEU";-;-;-;-;19;1;4;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;27
"315210 PONTE NOVA";-;-;-;3;33;8;1;-;-;-;-;-;2;-;1;-;1;-;-;-;1;-;-;-;-;-;-;50
"315213 PONTO CHIQUE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315217 PONTO DOS VOLANTES";-;-;-;-;10;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"315220 PORTEIRINHA";1;-;-;2;12;2;-;-;-;-;-;-;-;-;1;2;1;-;-;1;-;-;-;2;-;-;-;24
"315230 PORTO FIRME";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"315240 POTE";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315250 POUSO ALEGRE";-;-;-;3;86;5;2;2;-;-;-;4;-;-;2;2;-;1;-;-;2;-;-;5;-;-;-;114
"315260 POUSO ALTO";-;-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315270 PRADOS";-;-;-;-;4;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;8
"315280 PRATA";-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;27
"315290 PRATAPOLIS";-;-;-;1;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;13
"315310 PRESIDENTE BERNARDES";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;6
"315330 PRESIDENTE KUBITSCHEK";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315340 PRESIDENTE OLEGARIO";-;-;-;1;7;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;11
"315350 ALTO JEQUITIBA";-;-;-;-;13;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;18
"315360 PRUDENTE DE MORAIS";-;-;-;-;5;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315370 QUARTEL GERAL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;3
"315380 QUELUZITO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"315390 RAPOSOS";-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;16
"315400 RAUL SOARES";-;-;-;2;22;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;28
"315410 RECREIO";-;-;-;-;8;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;11
"315415 REDUTO";-;-;-;1;7;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;12
"315420 RESENDE COSTA";-;-;-;-;8;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"315430 RESPLENDOR";-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;28
"315440 RESSAQUINHA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315445 RIACHINHO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315450 RIACHO DOS MACHADOS";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"315460 RIBEIRAO DAS NEVES";-;2;-;8;143;14;8;1;-;-;-;1;-;-;2;2;2;-;-;-;-;-;-;10;-;-;-;193
"315470 RIBEIRAO VERMELHO";-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315480 RIO ACIMA";-;-;-;1;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"315490 RIO CASCA";-;-;-;1;7;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"315500 RIO DOCE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315510 RIO DO PRADO";-;-;-;-;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315520 RIO ESPERA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315540 RIO NOVO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;7
"315550 RIO PARANAIBA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;4
"315560 RIO PARDO DE MINAS";-;-;-;-;16;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;21
"315570 RIO PIRACICABA";-;-;-;-;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"315580 RIO POMBA";-;-;-;-;22;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"315590 RIO PRETO";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315600 RIO VERMELHO";-;-;-;-;6;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315610 RITAPOLIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315620 ROCHEDO DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315630 RODEIRO";-;-;-;-;12;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"315640 ROMARIA";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315645 ROSARIO DA LIMEIRA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315650 RUBELITA";-;-;-;-;5;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;9
"315660 RUBIM";-;-;-;-;12;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;14
"315670 SABARA";-;-;-;2;69;3;3;1;-;-;-;1;-;-;3;5;3;-;-;-;-;-;-;2;1;1;1;95
"315680 SABINOPOLIS";-;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315690 SACRAMENTO";-;-;-;-;19;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;25
"315700 SALINAS";-;-;-;-;39;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5;-;-;1;-;-;-;46
"315710 SALTO DA DIVISA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"315720 SANTA BARBARA";-;-;-;1;23;2;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;30
"315725 SANTA BARBARA DO LESTE";-;-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315730 SANTA BARBARA DO TUGURIO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315733 SANTA CRUZ DE MINAS";-;-;-;-;6;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;10
"315737 SANTA CRUZ DE SALINAS";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315740 SANTA CRUZ DO ESCALVADO";-;-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"315750 SANTA EFIGENIA DE MINAS";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"315760 SANTA FE DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315765 SANTA HELENA DE MINAS";-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315770 SANTA JULIANA";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"315780 SANTA LUZIA";-;1;-;2;158;8;5;-;-;1;-;-;-;-;2;4;2;1;-;-;1;-;-;3;1;1;2;192
"315790 SANTA MARGARIDA";-;-;-;-;14;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"315800 SANTA MARIA DE ITABIRA";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315810 SANTA MARIA DO SALTO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315820 SANTA MARIA DO SUACUI";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315830 SANTANA DA VARGEM";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"315840 SANTANA DE CATAGUASES";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"315850 SANTANA DE PIRAPAMA";-;-;-;-;2;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315860 SANTANA DO DESERTO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3
"315870 SANTANA DO GARAMBEU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"315880 SANTANA DO JACARE";-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"315890 SANTANA DO MANHUACU";-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"315895 SANTANA DO PARAISO";-;-;-;-;16;11;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;31
"315900 SANTANA DO RIACHO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"315910 SANTANA DOS MONTES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"315920 SANTA RITA DE CALDAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"315930 SANTA RITA DE JACUTINGA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"315935 SANTA RITA DE MINAS";-;-;-;-;7;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"315950 SANTA RITA DO ITUETO";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"315960 SANTA RITA DO SAPUCAI";-;-;-;1;52;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;4;-;-;-;62
"315980 SANTA VITORIA";-;-;-;1;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"315990 SANTO ANTONIO DO AMPARO";-;-;-;-;19;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24
"316000 SANTO ANTONIO DO AVENTUREIRO";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"316010 SANTO ANTONIO DO GRAMA";-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"316020 SANTO ANTONIO DO ITAMBE";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316030 SANTO ANTONIO DO JACINTO";-;-;-;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"316040 SANTO ANTONIO DO MONTE";-;-;-;1;12;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"316045 SANTO ANTONIO DO RETIRO";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"316050 SANTO ANTONIO DO RIO ABAIXO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316060 SANTO HIPOLITO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"316070 SANTOS DUMONT";-;-;-;-;32;7;3;2;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;2;-;-;-;50
"316080 SAO BENTO ABADE";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316090 SAO BRAS DO SUACUI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"316095 SAO DOMINGOS DAS DORES";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316100 SAO DOMINGOS DO PRATA";-;-;-;-;18;2;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;23
"316105 SAO FELIX DE MINAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316110 SAO FRANCISCO";-;-;-;-;32;4;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;4;-;-;1;45
"316120 SAO FRANCISCO DE PAULA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;9
"316130 SAO FRANCISCO DE SALES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"316140 SAO FRANCISCO DO GLORIA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
"316150 SAO GERALDO";-;-;-;-;7;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"316160 SAO GERALDO DA PIEDADE";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"316165 SAO GERALDO DO BAIXIO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316180 SAO GONCALO DO PARA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"316190 SAO GONCALO DO RIO ABAIXO";-;-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"316200 SAO GONCALO DO SAPUCAI";-;-;-;-;13;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"316210 SAO GOTARDO";-;-;-;1;16;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"316220 SAO JOAO BATISTA DO GLORIA";-;-;-;1;8;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;14
"316225 SAO JOAO DA LAGOA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316230 SAO JOAO DA MATA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316240 SAO JOAO DA PONTE";-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;27
"316245 SAO JOAO DAS MISSOES";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"316250 SAO JOAO DEL REI";-;-;-;-;27;15;3;-;-;-;-;-;4;-;2;1;1;-;-;-;5;-;-;2;-;-;-;60
"316255 SAO JOAO DO MANHUACU";-;-;-;1;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"316257 SAO JOAO DO MANTENINHA";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"316260 SAO JOAO DO ORIENTE";-;-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;14
"316270 SAO JOAO DO PARAISO";-;-;-;-;16;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;20
"316280 SAO JOAO EVANGELISTA";-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"316290 SAO JOAO NEPOMUCENO";-;-;-;-;18;3;-;1;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;-;-;-;26
"316292 SAO JOAQUIM DE BICAS";-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"316294 SAO JOSE DA BARRA";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316295 SAO JOSE DA LAPA";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"316300 SAO JOSE DA SAFIRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316310 SAO JOSE DA VARGINHA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316320 SAO JOSE DO ALEGRE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316330 SAO JOSE DO DIVINO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316340 SAO JOSE DO GOIABAL";-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;7
"316350 SAO JOSE DO JACURI";-;-;-;-;5;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;8
"316360 SAO JOSE DO MANTIMENTO";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316370 SAO LOURENCO";-;-;-;-;43;4;2;-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;2;1;-;-;58
"316380 SAO MIGUEL DO ANTA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;5
"316390 SAO PEDRO DA UNIAO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;5
"316400 SAO PEDRO DOS FERROS";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;8
"316410 SAO PEDRO DO SUACUI";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;7
"316420 SAO ROMAO";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"316430 SAO ROQUE DE MINAS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316440 SAO SEBASTIAO DA BELA VISTA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"316443 SAO SEBASTIAO DA VARGEM ALEGRE";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316447 SAO SEBASTIAO DO ANTA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316450 SAO SEBASTIAO DO MARANHAO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316460 SAO SEBASTIAO DO OESTE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";-;-;-;-;68;5;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;2;1;-;-;79
"316480 SAO SEBASTIAO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"316490 SAO SEBASTIAO DO RIO VERDE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316500 SAO TIAGO";-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"316510 SAO TOMAS DE AQUINO";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"316520 SAO THOME DAS LETRAS";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"316530 SAO VICENTE DE MINAS";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"316540 SAPUCAI-MIRIM";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"316550 SARDOA";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316553 SARZEDO";-;-;-;-;17;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;23
"316555 SETUBINHA";-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"316556 SEM-PEIXE";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"316557 SENADOR AMARAL";-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"316560 SENADOR CORTES";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316570 SENADOR FIRMINO";-;-;-;-;5;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;10
"316580 SENADOR JOSE BENTO";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"316590 SENADOR MODESTINO GONCALVES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;5
"316600 SENHORA DE OLIVEIRA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"316610 SENHORA DO PORTO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"316620 SENHORA DOS REMEDIOS";-;-;-;-;7;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;11
