 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2021
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"230185 BANABUIU";-;-;-;-;12;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"230190 BARBALHA";-;-;-;1;101;4;21;1;-;-;-;2;-;-;3;-;-;-;-;-;2;-;-;-;-;-;-;-;135
"230195 BARREIRA";-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"230200 BARRO";-;-;-;1;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"230205 BARROQUINHA";-;-;-;-;7;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"230210 BATURITE";-;-;-;-;26;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;31
"230220 BEBERIBE";-;-;-;1;47;1;2;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;56
"230230 BELA CRUZ";-;-;-;-;18;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;20
"230240 BOA VIAGEM";-;-;-;-;41;1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"230250 BREJO SANTO";-;-;-;-;44;3;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"230260 CAMOCIM";-;-;-;-;25;2;3;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;3;-;-;-;-;35
"230270 CAMPOS SALES";-;-;-;1;32;3;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;39
"230280 CANINDE";-;-;-;-;39;2;2;-;-;-;-;-;-;-;1;1;-;-;-;-;1;2;-;1;-;-;-;-;49
"230290 CAPISTRANO";-;-;-;-;13;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"230300 CARIDADE";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;13
"230310 CARIRE";-;-;-;-;12;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;16
"230320 CARIRIACU";-;-;-;-;22;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"230330 CARIUS";-;-;-;1;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"230340 CARNAUBAL";-;-;-;3;14;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;19
"230350 CASCAVEL";-;-;-;-;33;-;2;1;-;-;-;1;1;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;42
"230360 CATARINA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"230365 CATUNDA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"230370 CAUCAIA";-;-;-;1;166;14;3;4;-;-;-;2;-;-;5;7;3;3;-;-;3;1;-;5;-;-;-;-;217
"230380 CEDRO";-;-;-;1;26;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;31
"230390 CHAVAL";-;-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"230393 CHORO";-;-;-;-;9;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"230395 CHOROZINHO";-;-;-;-;17;1;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;22
"230400 COREAU";-;-;-;-;9;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;13
"230410 CRATEUS";-;-;-;-;42;4;-;1;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;52
"230420 CRATO";-;-;-;-;72;5;5;4;-;-;-;-;1;-;2;2;3;-;-;-;2;-;-;6;-;-;-;-;102
"230423 CROATA";-;-;-;3;9;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"230425 CRUZ";-;-;-;-;17;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;21
"230426 DEPUTADO IRAPUAN PINHEIRO";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"230427 ERERE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230428 EUSEBIO";-;-;-;-;27;5;1;1;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;1;1;-;-;-;40
"230430 FARIAS BRITO";-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;22
"230435 FORQUILHA";-;-;-;-;11;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"230440 FORTALEZA";-;-;-;20;1450;130;44;34;1;-;-;19;13;-;54;44;17;2;-;-;33;5;-;69;11;-;2;-;1948
"230445 FORTIM";-;-;-;-;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"230450 FRECHEIRINHA";-;-;-;1;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;12
"230460 GENERAL SAMPAIO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"230465 GRACA";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"230470 GRANJA";-;-;-;-;10;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;15
"230480 GRANJEIRO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"230490 GROAIRAS";-;-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;9
"230495 GUAIUBA";-;-;-;1;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"230500 GUARACIABA DO NORTE";-;-;-;1;12;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"230520 HIDROLANDIA";-;-;-;-;14;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"230523 HORIZONTE";-;-;-;-;27;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"230526 IBARETAMA";-;-;-;-;9;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;11
"230530 IBIAPINA";-;-;-;-;12;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;16
"230533 IBICUITINGA";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"230535 ICAPUI";-;-;-;-;12;1;-;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;1;-;-;-;-;18
"230540 ICO";-;-;-;1;26;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;31
"230550 IGUATU";-;-;-;-;61;5;4;2;-;-;-;-;1;-;2;2;1;-;-;-;-;1;-;3;1;-;-;-;83
"230560 INDEPENDENCIA";-;-;-;-;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"230565 IPAPORANGA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230570 IPAUMIRIM";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"230580 IPU";-;-;-;1;47;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;51
"230590 IPUEIRAS";-;-;-;-;26;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;31
"230600 IRACEMA";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"230610 IRAUCUBA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;10
"230620 ITAICABA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"230625 ITAITINGA";-;-;-;-;39;3;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;44
"230630 ITAPAGE";-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;20
"230640 ITAPIPOCA";-;-;-;-;45;2;5;-;-;-;-;1;-;-;-;2;-;-;-;1;2;-;-;2;-;-;-;-;60
"230650 ITAPIUNA";-;-;-;-;9;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"230655 ITAREMA";-;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;19
"230660 ITATIRA";-;-;-;-;7;-;-;1;-;-;-;2;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;13
"230670 JAGUARETAMA";-;-;-;-;11;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"230680 JAGUARIBARA";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"230690 JAGUARIBE";-;-;-;1;19;2;-;-;-;-;-;1;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;27
"230700 JAGUARUANA";-;-;-;-;29;4;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;37
"230710 JARDIM";-;-;-;-;31;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;36
"230720 JATI";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"230725 JIJOCA DE JERICOACOARA";-;-;-;-;9;1;1;-;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;1;-;-;-;-;16
"230730 JUAZEIRO DO NORTE";-;-;-;3;276;18;10;7;-;-;-;1;1;-;6;3;-;1;-;-;4;-;-;3;-;-;-;-;333
"230740 JUCAS";-;-;-;-;14;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"230750 LAVRAS DA MANGABEIRA";-;-;-;-;23;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"230760 LIMOEIRO DO NORTE";-;-;-;-;87;4;3;-;-;-;-;1;1;-;-;2;1;-;-;-;-;-;-;2;-;-;1;-;102
"230763 MADALENA";-;-;-;-;12;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"230765 MARACANAU";-;-;-;-;98;10;1;3;-;-;-;-;-;-;1;6;2;-;-;-;-;2;-;1;-;-;1;-;125
"230770 MARANGUAPE";-;-;-;3;54;4;3;-;-;-;-;-;1;-;-;-;1;1;-;1;-;-;-;4;-;-;-;-;72
"230780 MARCO";-;-;-;-;14;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"230790 MARTINOPOLE";-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;7
"230800 MASSAPE";-;-;-;-;18;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;21
"230810 MAURITI";-;-;-;3;33;3;3;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;46
"230820 MERUOCA";-;-;-;-;9;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;13
"230830 MILAGRES";-;-;-;1;12;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"230835 MILHA";-;-;-;-;7;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;11
"230837 MIRAIMA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"230840 MISSAO VELHA";-;-;-;1;22;3;3;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;31
"230850 MOMBACA";-;-;-;-;24;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;30
"230860 MONSENHOR TABOSA";-;-;-;-;8;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"230870 MORADA NOVA";-;-;-;-;40;5;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;3;1;-;-;-;54
"230880 MORAUJO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;8
"230890 MORRINHOS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"230900 MUCAMBO";-;-;-;-;21;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;25
"230910 MULUNGU";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;8
"230920 NOVA OLINDA";-;-;-;-;12;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"230930 NOVA RUSSAS";-;-;-;-;28;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;31
"230940 NOVO ORIENTE";-;-;-;1;9;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;14
"230945 OCARA";-;-;-;2;12;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;17
"230950 OROS";-;-;-;-;32;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;36
"230960 PACAJUS";-;-;-;2;38;4;-;1;-;-;-;1;-;-;3;1;1;-;-;-;1;-;-;1;-;-;-;-;53
"230970 PACATUBA";-;-;-;-;47;1;-;-;-;-;-;3;-;-;-;1;-;1;-;-;2;-;-;-;-;-;-;-;55
"230980 PACOTI";-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"230990 PACUJA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"231000 PALHANO";-;-;-;-;3;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"231010 PALMACIA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"231020 PARACURU";-;-;-;2;23;-;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;29
"231025 PARAIPABA";-;-;-;-;23;1;1;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;-;-;-;-;-;-;29
"231030 PARAMBU";-;-;-;1;20;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;24
"231040 PARAMOTI";-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"231050 PEDRA BRANCA";-;-;-;-;22;3;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;28
"231060 PENAFORTE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"231070 PENTECOSTE";-;-;-;1;20;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;24
"231080 PEREIRO";-;-;-;-;8;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"231085 PINDORETAMA";-;-;-;2;5;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"231090 PIQUET CARNEIRO";-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;16
"231095 PIRES FERREIRA";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"231100 PORANGA";-;-;-;1;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"231110 PORTEIRAS";-;-;-;-;16;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"231120 POTENGI";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"231123 POTIRETAMA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"231126 QUITERIANOPOLIS";-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"231130 QUIXADA";-;-;-;1;56;5;2;1;-;-;-;1;-;-;2;-;-;2;-;-;1;-;-;2;-;-;-;-;73
"231135 QUIXELO";-;-;-;-;14;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;16
"231140 QUIXERAMOBIM";-;-;-;1;63;3;2;1;-;-;-;1;-;-;2;2;-;1;-;-;1;1;-;4;-;-;-;-;82
"231150 QUIXERE";-;-;-;-;19;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"231160 REDENCAO";-;-;-;1;15;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"231170 RERIUTABA";-;-;-;2;15;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;20
"231180 RUSSAS";-;-;-;3;59;3;1;-;-;-;-;-;1;-;1;1;2;-;-;-;-;-;-;3;-;-;-;1;75
"231190 SABOEIRO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"231195 SALITRE";-;-;-;-;7;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"231200 SANTANA DO ACARAU";-;-;-;-;7;-;2;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;-;13
"231210 SANTANA DO CARIRI";-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"231220 SANTA QUITERIA";-;-;-;1;9;-;1;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;3;-;-;-;-;19
"231230 SAO BENEDITO";-;-;-;1;20;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;27
"231240 SAO GONCALO DO AMARANTE";-;-;-;-;24;-;2;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;30
"231250 SAO JOAO DO JAGUARIBE";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"231260 SAO LUIS DO CURU";-;-;-;-;7;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"231270 SENADOR POMPEU";-;-;-;2;30;5;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"231280 SENADOR SA";-;-;-;-;7;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;9
"231290 SOBRAL";-;-;-;2;144;6;7;9;-;-;-;4;1;-;3;4;2;1;-;1;1;-;-;20;1;-;-;-;206
"231300 SOLONOPOLE";-;-;-;1;13;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;18
"231310 TABULEIRO DO NORTE";-;-;-;-;18;1;1;-;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;24
"231320 TAMBORIL";-;-;-;-;17;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;20
"231325 TARRAFAS";-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"231330 TAUA";-;-;-;2;46;1;-;9;-;-;-;2;-;-;1;3;1;-;-;-;-;-;-;2;-;-;-;-;67
"231335 TEJUCUOCA";-;-;-;-;7;3;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;13
"231340 TIANGUA";-;-;-;7;36;2;3;-;-;-;-;-;-;-;2;4;-;-;-;1;-;1;-;1;-;-;-;-;57
"231350 TRAIRI";-;-;-;-;16;1;-;1;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;23
"231355 TURURU";-;-;-;-;9;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
"231360 UBAJARA";-;-;-;1;18;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;24
"231370 UMARI";-;-;-;-;10;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"231375 UMIRIM";-;-;-;-;10;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"231380 URUBURETAMA";-;-;-;-;13;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;16
"231390 URUOCA";-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"231395 VARJOTA";-;-;-;-;15;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;19
"231400 VARZEA ALEGRE";-;-;-;-;40;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"231410 VICOSA DO CEARA";-;-;-;2;28;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7;-;-;-;-;40
"240010 ACARI";-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"240020 ACU";-;-;-;-;18;-;-;-;-;-;-;1;3;-;1;2;1;-;-;-;-;1;-;1;-;-;-;-;28
"240030 AFONSO BEZERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240050 ALEXANDRIA";-;-;-;-;16;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;21
"240060 ALMINO AFONSO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240070 ALTO DO RODRIGUES";-;-;-;-;9;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"240080 ANGICOS";-;-;-;-;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240090 ANTONIO MARTINS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;6
"240100 APODI";-;-;-;-;25;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;2;-;-;-;-;33
"240110 AREIA BRANCA";-;-;-;-;11;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;15
"240120 ARES";-;-;-;-;7;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"240130 AUGUSTO SEVERO";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240140 BAIA FORMOSA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"240145 BARAUNA";-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"240150 BARCELONA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"240160 BENTO FERNANDES";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240165 BODO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240170 BOM JESUS";-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240180 BREJINHO";-;-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240185 CAICARA DO NORTE";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"240190 CAICARA DO RIO DO VENTO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"240200 CAICO";-;-;-;-;65;2;3;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;2;-;-;-;-;75
"240210 CAMPO REDONDO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"240220 CANGUARETAMA";-;-;-;-;14;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"240230 CARAUBAS";-;-;-;-;9;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;14
"240240 CARNAUBA DOS DANTAS";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240250 CARNAUBAIS";-;-;-;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
