"Codigo_Municipio";"Municipio";"Coleta_Material";"Diagnostico_Endoscopia";"Metodos_Diagnosticos_Especialidades";"Consultas_Atendimentos_Acompanhamentos";"Tratamentos_Clinicos_Outras_Especialidades";"Tratamento_Oncologia";"Tratamento_Nefrologia";"Tratamento_Lesoes_Envenenamentos_Outros_Causas_Externas";"Parto_Nascimento";"Pequenas_Cirurgias_Pele_Tecido_Subcutaneo_Mucosa";"Cirurgia_Glandulas_Endocrinas";"Cirurgia_Sistema_Nervoso_Central_Periferico";"Cirurgia_Vias_Aereas_Superiores_Face_Cabeca_Pescoco";"Cirurgia_Aparelho_Visao";"Cirurgia_Aparelho_Circulatorio";"Cirurgia_Aparelho_Digestivo_Orgaos_Anexos_Parede_Abdominal";"Cirurgia_Sistema_Osteomuscular";"Cirurgia_Aparelho_Geniturinario";"Cirugia_Mama";"Cirurgia_Obstetrica";"Cirurgia_Toracica";"Cirurgia_Reparadora";"Bucomaxilofacial";"Outras_Cirurgias";"Cirurgia_Oncologia";"Coleta_Exames_Doacao_Orgaos_Tecidos_Celulas_Transplante";"Acoes_Relacionadas_Doacao_Orgaos_Tecidos_Transplantes";"Processamento_Tecidos_Transplante";"Transplante_Orgaos_Tecidos_Celulas";"Acompanhamento_Intercorrencias_Pre_Pos_Transplante";"Total"
"120020";"CRUZEIRO DO SUL";0;0;0;2,3;5,5;13,2;7,5;5,0;1,8;6,3;0;5,3;5,8;0,2;19,5;4,4;3,4;4,6;9,0;3,0;5,3;4,0;0;5,3;14,4;0;0;0;1,0;7,0;4,3
"120025";"EPITACIOLANDIA";0;0;0;1,7;4,5;13,2;5,8;8,1;1,4;0;0;17,0;1,0;8,0;82,0;1,7;5,5;2,5;0;2,4;0;0;0;1,0;0;0;0;0;0;0;4,2
"120030";"FEIJO";0;0;0;3,9;9,3;2,0;11,0;30,7;1,6;2,0;0;0;36,0;5,0;1,0;5,4;5,9;3,0;2,0;2,4;0;0;0;3,5;2,0;0;0;0;0;0;4,8
"120032";"JORDAO";0;0;0;0;9,9;2,0;9,0;0;2,0;0;0;4,5;0;0;0;3,3;0;2,5;0;2,8;0;0;0;11,0;0;0;0;0;0;0;6,6
"120033";"MANCIO LIMA";0;0;0;1,4;4,5;9,0;11,0;3,0;1,6;1,0;0;3,5;3,3;0;0;4,1;1,8;2,0;1,0;2,9;10,7;2,0;0;3,5;2,0;0;0;0;0;0;3,2
"120034";"MANOEL URBANO";0;0;0;0,9;5,1;1,0;4,0;4,8;1,2;0;0;2,0;0;0;0,5;20,8;9,7;0;0;2,4;0;0;0;4,0;0;0;0;0;0;0;4,1
"120035";"MARECHAL THAUMATURGO";0;0;0;2,8;5,5;4,9;0;3,0;1,8;3,0;0;0;12,0;11,0;2,7;2,0;3,0;11,7;0;2,5;0;1,0;0;4,0;0;0;0;0;0;18,0;4,2
"120038";"PLACIDO DE CASTRO";0;0;0;2,3;5,0;10,3;5,0;4,5;1,5;1,0;0;0;22,0;2,0;5,0;4,0;4,7;1,0;0;2,9;0;0;0;0;0;0;0;0;0;0;4,6
"120039";"PORTO WALTER";0;0;0;1,2;6,8;4,0;0;6,0;1,8;0;0;3,0;2,0;0;3,0;2,0;2,6;2,0;0;3,4;0;0;0;2,0;26,0;0;0;0;0;0;4,2
"120040";"RIO BRANCO";4,3;10,0;15,0;1,7;9,1;10,0;8,2;11,3;2,2;1,4;3,9;9,6;6,7;2,1;6,5;3,2;4,2;3,7;2,1;3,1;16,7;6,8;1,5;8,0;4,7;0;0;0;6,7;5,8;5,9
"120042";"RODRIGUES ALVES";0;0;0;1,9;4,6;4,0;2,0;3,3;1,4;0;0;3,5;0;7,0;7,0;4,4;3,5;1,0;0;2,9;0;1,0;0;0;0;0;0;0;0;0;3,4
"120043";"SANTA ROSA DO PURUS";0;0;0;0;8,8;16,0;0;0;2,7;0;0;0;0;0;0;1,5;0;0;0;5,3;0;0;0;0;0;0;0;0;1,0;0;6,5
"120045";"SENADOR GUIOMARD";0;0;2,0;1,9;7,2;9,3;19,9;14,2;1,8;1,0;0;19,7;1,0;6,0;1,0;6,3;7,6;1,7;0;2,8;16,0;0;0;7,3;15,5;0;0;0;0;0;6,9
"120050";"SENA MADUREIRA";0;0;0;1,4;4,5;6,8;3,8;5,5;1,8;1,0;3,0;14,0;0;0;2,3;4,6;1,9;2,8;2,5;2,7;0;0;0;7,7;1,0;0;0;0;7,5;5,0;3,9
"120060";"TARAUACA";0;0;0;1,1;4,4;8,3;3,2;4,3;1,3;0;0;2,3;0;0;1,0;7,6;3,6;2,8;0;2,7;0;0;0;8,0;6,3;0;0;0;0;0;3,2
"120070";"XAPURI";1,0;0;0;3,4;4,4;6,3;4,3;5,4;1,6;0;0;0;0;0;0;4,0;11,6;2,0;1,0;3,5;0;0;0;6,4;0;0;0;0;0;0;4,1
"120080";"PORTO ACRE";0;0;0;1,0;7,7;8,6;6,6;13,0;1,9;0;0;5,0;33,5;0;14,3;5,5;1,3;2,9;0;3,2;8,0;0;31,0;3,8;3,0;1,0;0;0;0;0;5,8
"130002";"ALVARAES";0;0;0;1,0;4,4;2,0;4,0;3,9;2,0;0;0;0;2,0;2,0;0;4,3;1,7;0;0;2,3;0;0;0;2,3;0;0;0;0;0;0;3,5
"130006";"AMATURA";0;0;0;0;5,5;2,0;3,0;5,2;1,5;0;0;0;0;0;6,0;11,0;2,0;2,0;0;1,3;0;0;0;21,0;0;0;0;0;0;0;4,1
"130008";"ANAMA";0;0;0;0;3,7;0;2,9;2,9;1,7;0;0;0;0;0;2,0;2,9;9,7;2,8;0;2,7;0;0;0;0;0;0;0;0;0;0;3,2
"130010";"ANORI";0;3,0;0;2,0;4,2;7,0;2,9;4,0;1,9;0;2,0;7,0;0;1,0;0;2,7;3,9;1,8;0;2,9;0;0;0;21,0;3,0;0;0;0;0;3,3;3,6
"130014";"APUI";0;0;0;0;5,5;0;0;5,7;2,0;0;0;13,3;0;6,0;1,0;2,5;4,4;3,7;1,0;2,5;0;2,2;0;0;4,0;0;0;0;0;0;4,3
"130020";"ATALAIA DO NORTE";0;0;0;0;3,7;0;5,0;4,6;1,8;0;0;0;0;0;0;2,0;0;2,6;0;3,2;0;0;0;6,0;0;0;0;0;0;0;3,2
"130030";"AUTAZES";0;0;0;1,2;6,4;13,5;2,9;5,9;1,1;0;3,0;0;2,0;0;0;3,5;4,8;2,8;0;2,0;5,0;23,5;0;9,1;4,0;0;0;0;0;3,7;3,4
"130040";"BARCELOS";1,0;0;0;1,0;6,5;0;2,0;4,4;1,4;0;0;0;4,0;0;14,0;2,3;8,8;1,7;0;1,9;3,0;0;2,0;3,0;15,0;0;0;0;0;0;4,8
"130050";"BARREIRINHA";0;0;0;1,0;4,4;12,0;3,8;4,1;1,5;4,0;3,0;0;21,0;1,0;0;4,7;8,5;2,4;2,0;2,5;0;0;0;0;3,0;0;0;0;0;0;3,5
"130060";"BENJAMIN CONSTANT";0;0;0;0;4,6;14,0;0;4,1;2,1;2,0;0;0;0;0;8,0;2,0;2,0;2,0;0;3,2;0;0;0;13,5;2,0;0;0;0;0;0;3,4
"130063";"BERURI";0;0;0;1,0;2,8;0;3,0;4,6;1,9;3,0;0;0;23,0;0;0;2,5;2,7;2,4;0;2,8;24,0;10,0;0;3,7;3,0;0;0;0;0;0;2,7
"130068";"BOA VISTA DO RAMOS";0;0;0;0;3,8;8,7;3,0;3,8;2,1;3,5;0;5,0;0;0;0;4,8;3,0;2,5;0;3,0;0;0;0;16,5;12,0;0;0;0;0;0;3,5
"130070";"BOCA DO ACRE";0;0;0;1,0;4,3;4,0;7,3;6,7;2,0;1,0;0;2,5;1,0;0;0;3,3;1,9;2,1;2,0;2,1;7,5;4,0;0;12,7;6,7;0;0;0;0;0;3,6
"130080";"BORBA";0;0;0;1,0;3,4;8,0;2,7;2,9;1,6;0;0;0;0;0;2,5;3,1;6,9;2,0;3,0;2,5;1,5;4,0;0;11,0;3,0;0;0;0;0;0;3,0
"130083";"CAAPIRANGA";0;0;0;0;3,8;0;0;5,6;1,7;1,1;0;0;0;0;0;2,3;13,0;1,8;0;2,4;5,0;24,0;0;2,0;3,0;0;0;0;0;0;3,3
"130090";"CANUTAMA";0;0;0;0;3,7;8,1;1,3;6,0;2,0;0;0;0;0;0;0;2,0;1,0;2,5;0;2,0;11,0;0;0;8,0;0;0;0;0;0;0;3,2
"130100";"CARAUARI";0;0;0;3,0;4,3;2,0;5,5;6,2;1,3;1,0;2,0;0;0;0;2,0;1,7;3,8;1,8;3,0;2,2;3,5;4,0;0;4,0;0;0;0;0;0;0;2,7
"130110";"CAREIRO";0;0;0;2,7;5,2;6,5;13,5;4,8;1,3;0;0;15,8;13,0;0;1,0;1,6;5,9;2,0;1,0;2,2;7,0;0;0;10,5;2,0;0;0;0;0;0;4,2
"130115";"CAREIRO DA VARZEA";0;0;0;2,5;10,1;0;0;3,8;3,0;1,0;0;0;2,0;2,0;0;6,2;7,0;4,0;0;3,0;0;0;0;8,3;2,0;0;0;0;0;0;6,5
"130120";"COARI";0;0;0;0;5,3;8,7;4,9;6,0;1,9;1,3;3,0;11,0;2,4;1,0;2,5;3,0;3,5;4,9;2,0;2,4;6,0;2,0;0;2,7;11,0;0;0;0;0;0;3,9
"130130";"CODAJAS";0;0;0;0;4,4;0;16,0;3,0;2,9;0;0;16,0;1,0;0;0;3,2;5,3;4,0;0;5,6;0;0;0;2,0;4,0;0;0;0;0;0;4,1
"130140";"EIRUNEPE";0;0;0;1,0;4,2;0;2,8;3,9;1,9;0;3,0;0;2,0;0;0;6,5;5,0;2,8;2,0;3,0;6,0;3,5;0;4,0;0;0;0;0;0;0;3,3
"130150";"ENVIRA";0;0;0;0;3,7;0;4,0;2,0;2,7;5,0;0;0;3,0;0;0;2,3;6,0;2,4;0;2,1;0;5,0;0;42,0;0;0;0;0;0;0;3,3
"130160";"FONTE BOA";0;0;0;0;5,8;4,3;4,9;3,5;2,0;2,0;0;7,0;29,0;0;3,0;6,5;3,0;6,4;0;5,0;0;3,0;0;7,5;4,3;0;0;0;0;0;5,0
"130165";"GUAJARA";0;0;0;2,6;3,3;0;0;3,0;2,2;0;0;0;1,0;0;0;10,2;3,0;1,9;0;3,3;5,0;0;0;0;0;0;0;0;0;0;3,3
"130170";"HUMAITA";0;0;0;1,0;7,3;17,0;6,0;5,1;1,8;0;2,0;3,0;2,0;9,0;1,0;4,0;3,2;2,7;0;2,6;2,7;1,0;0;4,9;1,0;0;0;0;0;0;4,3
"130180";"IPIXUNA";0;0;0;5,0;2,8;0;1,7;3,4;1,5;5,9;0;0;2,0;0;2,0;2,7;5,4;1,8;3,0;2,3;2,0;0;0;0;0;0;0;0;0;0;2,6
"130185";"IRANDUBA";0;0;0;1,6;5,5;4,8;4,3;4,2;2,1;2,7;2,0;5,0;10,8;2,0;2,9;3,6;7,8;2,1;2,0;4,0;12,0;6,5;0;6,8;14,5;0;0;0;0;0;5,2
"130190";"ITACOATIARA";0;0;0;1,3;5,2;8,7;4,3;3,9;1,6;0;2,0;33,5;1,7;1,3;3,4;3,0;4,2;3,2;7,0;2,6;8,9;7,0;0;12,0;5,4;0;0;0;0;0;3,8
"130195";"ITAMARATI";0;0;0;0;12,0;0;0;0;2,5;0;0;0;0;0;6,0;8,0;10,5;3,0;0;2,0;0;0;0;1,0;0;0;0;0;0;0;5,5
"130200";"ITAPIRANGA";0;0;0;2,0;11,9;5,0;0;0;0;0;0;4,0;0;0;0;0;3,5;2,0;0;4,0;0;8,0;0;0;3,0;0;0;0;0;0;6,5
"130210";"JAPURA";0;0;0;9,0;3,2;16,0;3,0;3,3;3,0;0;0;0;0;0;0;6,0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;3,5
"130220";"JURUA";0;0;0;0;5,8;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,0
"130230";"JUTAI";14,0;0;0;1,0;9,7;8,0;0;6,0;1,0;0;0;5,0;23,0;0;0;5,0;0;1,0;0;1,0;0;0;0;3,0;4,5;0;0;0;0;5,0;7,5
"130240";"LABREA";3,0;0;0;2,0;6,3;15,6;2,0;4,7;2,0;1,0;3,0;3,0;5,0;0;3,0;2,5;3,7;2,3;0;1,9;0;3,0;0;4,7;0;0;0;0;0;0;4,1
"130250";"MANACAPURU";0;0;0;1,6;5,7;11,2;4,0;5,0;1,9;1,7;3,0;8,6;2,3;0,8;6,8;2,9;7,1;2,0;2,0;2,3;14,0;10,9;0;7,4;3,9;0;0;0;8,0;0;4,1
"130255";"MANAQUIRI";0;0;0;4,0;6,0;10,0;6,0;0;4,0;0;0;2,0;0;1,0;29,0;4,3;26,0;0;0;2,5;10,0;2,0;0;11,7;3,0;0;0;0;0;0;5,8
"130260";"MANAUS";5,8;5,7;10,0;1,3;8,9;7,5;8,3;6,4;3,4;4,6;2,7;9,9;5,5;1,0;4,1;4,5;8,3;2,0;2,9;4,7;11,4;8,1;2,0;10,7;6,2;2,0;0,8;0;9,7;8,0;6,4
"130270";"MANICORE";0;0;0;1,0;5,8;0;3,3;4,7;2,0;1,0;0;19,0;4,0;0;11,0;2,6;4,1;2,0;2,5;1,8;5,0;10,0;0;3,2;11,0;0;0;0;0;0;3,5
"130280";"MARAA";0;0;0;1,0;3,5;11,0;0;3,5;1,8;1,0;0;0;0;0;0;2,7;0;1,0;0;1,8;0;4,0;0;6,5;8,0;0;0;0;0;0;3,1
"130290";"MAUES";0;0;0;1,5;4,7;3,6;2,9;4,4;1,2;0,3;0;2,0;2,0;0;4,0;2,3;5,2;1,3;0;1,9;6,3;5,0;0;8,4;2,7;0;0;0;0;0;2,9
